"donor_id","donated","age","gender","marital_status","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","median_gift","days_since_first_gift","recency","frequency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","distance_to_office","gender_F","gender_M","income_low","income_medium","income_high","income_veryhigh","age_disc","balance_disc","mean_gift_disc","max_gift_disc","recency_disc"
9016,1,40,"M","Married",2174.26,"Low","High School",3,59.79,112.03,24.74,85.91,196,196,3,5,5,0,1,"Durrës","Rural",42.5,0,1,1,0,0,0,"age_1","balance_4","mean_gift_4","max_gift_4","recency_2"
9019,1,60,"F","Single",3589.67,"High","Bachelor",4,3.92,6.87,1.56,5.39,893,48,1.63493840985442,5,6,0,0,"Elbasan","Suburban",11.3,1,0,0,0,1,0,"age_3","balance_5","mean_gift_1","max_gift_1","recency_1"
9020,1,69,"F","Married",2010.36,"High","High School",2,58.33,85.47,22.66,71.9,1130,134,0.646017699115044,8,5,0,1,"Vlorë","Urban",15.1,1,0,0,0,1,0,"age_4","balance_4","mean_gift_4","max_gift_3","recency_1"
9024,1,63,"F","Married",2069.69,"Low","Bachelor",6,57,103.01,22.46,80,1236,957,1.77184466019417,8,3,0,1,"Vlorë","Urban",53.9,1,0,1,0,0,0,"age_4","balance_4","mean_gift_4","max_gift_4","recency_5"
9025,1,78,"M","Single",1215.99,"High","Bachelor",2,79.68,199.18,36.72,139.43,2290,350,0.318777292576419,9,7,0,0,"Tiranë","Urban",4.8,0,1,0,0,1,0,"age_5","balance_2","mean_gift_5","max_gift_5","recency_3"
9026,0,18,"F","Married",344.37,"High","Bachelor",3,87.46,106.36,39.73,96.91,1760,203,0.622159090909091,7,9,0,1,"Vlorë","Urban",22.5,1,0,0,0,1,0,"age_1","balance_1","mean_gift_5","max_gift_4","recency_2"
9027,1,77,"M","Widowed",798.86,"Low","Master",1,35.4,76.88,13.47,56.14,1696,565,0.215212264150943,3,8,0,0,"Durrës","Rural",46.8,0,1,1,0,0,0,"age_5","balance_1","mean_gift_3","max_gift_3","recency_4"
9028,0,46,"F","Married",1522.85,"High","Bachelor",4,77.71,139.15,45.8,108.43,2533,447,0.576391630477694,8,4,0,0,"Other","Suburban",17.3,1,0,0,0,1,0,"age_2","balance_3","mean_gift_5","max_gift_5","recency_3"
9029,0,45,"M","Married",740.27,"Medium","Master",0,0,0,0,0,NA,NA,0,6,4,0,0,"Elbasan","Urban",48.3,0,1,0,1,0,0,"age_2","balance_1",NA,NA,NA
9031,1,67,"F","Married",2503.02,"Low","Bachelor",2,52.16,64.42,21.95,58.29,1908,345,0.382599580712788,6,2,0,0,"Shkodër","Rural",2.6,1,0,1,0,0,0,"age_4","balance_5","mean_gift_4","max_gift_3","recency_2"
9034,1,78,"F","Married",1532.49,"Very High","Bachelor",2,71.92,139.37,26.55,105.65,355,355,2,8,3,0,1,"Tiranë","Rural",32.4,1,0,0,0,0,1,"age_5","balance_3","mean_gift_4","max_gift_5","recency_3"
9035,1,60,"F","Divorced",1658.81,"Medium","Bachelor",5,13.07,27.33,5.61,20.2,2069,714,0.882068632189463,10,4,0,1,"Durrës","Urban",24.6,1,0,0,1,0,0,"age_3","balance_3","mean_gift_1","max_gift_1","recency_4"
9036,1,66,"F","Divorced",935.99,"High","PhD",2,39,58.6,21.9,48.8,1522,563,0.479632063074901,8,8,0,1,"Other","Suburban",27.6,1,0,0,0,1,0,"age_4","balance_2","mean_gift_3","max_gift_3","recency_4"
9037,0,63,"M","Married",950.39,"Low","Bachelor",2,53.97,109.4,23.07,81.68,1644,899,0.444038929440389,7,4,0,0,"Durrës","Rural",19.7,0,1,1,0,0,0,"age_4","balance_2","mean_gift_4","max_gift_4","recency_5"
9038,1,39,"M","Divorced",2037.46,"Low","Bachelor",3,54.82,87.6,37.85,71.21,1826,968,0.599671412924425,6,7,1,0,"Tiranë","Suburban",43.2,0,1,1,0,0,0,"age_1","balance_4","mean_gift_4","max_gift_3","recency_5"
9039,1,45,"F","Single",1940.06,"Low","Bachelor",5,15.52,25.85,7.78,20.69,492,492,3.70934959349594,11,8,0,1,"Durrës","Urban",60,1,0,1,0,0,0,"age_2","balance_4","mean_gift_1","max_gift_1","recency_3"
9040,0,58,"M","Single",1180.38,"Low","High School",1,16.14,39.14,10.99,27.64,1146,968,0.318499127399651,12,4,0,1,"Tiranë","Urban",9.7,0,1,1,0,0,0,"age_3","balance_2","mean_gift_1","max_gift_2","recency_5"
9041,1,34,"M","Married",1448.61,"Medium","High School",4,25,37.95,18.84,31.48,956,118,1.52719665271967,7,2,0,1,"Elbasan","Urban",37.2,0,1,0,1,0,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_1"
9042,1,64,"F","Single",1955.17,"Very High","Bachelor",2,45.49,82.27,18.28,63.88,952,15,0.766806722689076,9,2,0,1,"Shkodër","Urban",10.4,1,0,0,0,0,1,"age_4","balance_4","mean_gift_3","max_gift_3","recency_1"
9043,1,65,"F","Divorced",2526.91,"High","Master",4,33.81,46.31,20.31,40.06,2468,534,0.591572123176661,6,5,0,1,"Tiranë","Rural",17.2,1,0,0,0,1,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_4"
9045,1,66,"M","Married",963.08,"High","Bachelor",1,24.33,60.13,19.04,42.23,1563,147,0.233525271912988,8,3,0,1,"Tiranë","Urban",32.2,0,1,0,0,1,0,"age_4","balance_2","mean_gift_2","max_gift_3","recency_1"
9048,1,55,"F","Widowed",1849.43,"Very High","Master",2,16.46,21.92,5.37,19.19,261,261,2,7,7,0,1,"Tiranë","Urban",41,1,0,0,0,0,1,"age_3","balance_4","mean_gift_1","max_gift_1","recency_2"
9049,0,68,"M","Widowed",2142.09,"Low","Bachelor",1,27.25,50.25,13.56,38.75,287,287,1,6,2,0,1,"Tiranë","Urban",44.8,0,1,1,0,0,0,"age_4","balance_4","mean_gift_2","max_gift_2","recency_2"
9050,1,49,"F","Divorced",2662.86,"High","High School",2,69.6,83.24,51.52,76.42,1020,12,0.715686274509804,9,7,0,0,"Other","Suburban",18,1,0,0,0,1,0,"age_2","balance_5","mean_gift_4","max_gift_3","recency_1"
9051,1,67,"M","Single",2597.31,"Medium","High School",2,25.43,56.88,14.44,41.16,2750,131,0.265454545454545,8,3,0,1,"Vlorë","Urban",50.4,0,1,0,1,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_1"
9052,1,62,"F","Married",2539.92,"Medium","Bachelor",1,22.29,52.05,7.39,37.17,1211,658,0.301403798513625,7,0,0,1,"Other","Rural",25.1,1,0,0,1,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_4"
9054,1,61,"F","Single",1772.88,"High","Bachelor",1,87.51,171.61,65.28,129.56,2197,160,0.166135639508421,9,2,0,1,"Tiranë","Urban",31.7,1,0,0,0,1,0,"age_4","balance_4","mean_gift_5","max_gift_5","recency_1"
9058,1,54,"F","Married",853.46,"Very High","Master",3,36.1,75.85,25.26,55.97,2236,576,0.489713774597496,12,5,0,1,"Durrës","Urban",10.5,1,0,0,0,0,1,"age_3","balance_2","mean_gift_3","max_gift_3","recency_4"
9062,1,46,"M","Married",1562.47,"Low","Master",2,62.05,69.29,47.54,65.67,2121,391,0.344177274870344,6,3,1,1,"Other","Rural",62.1,0,1,1,0,0,0,"age_2","balance_3","mean_gift_4","max_gift_3","recency_3"
9064,1,49,"M","Married",541.83,"High","High School",2,36.5,67.66,27.01,52.08,960,148,0.760416666666667,13,3,1,1,"Other","Urban",47.6,0,1,0,0,1,0,"age_2","balance_1","mean_gift_3","max_gift_3","recency_1"
9065,1,62,"F","Married",1897.61,"Low","Bachelor",2,100.73,192.37,69.97,146.55,1947,115,0.374935798664612,10,5,0,1,"Tiranë","Urban",42.7,1,0,1,0,0,0,"age_4","balance_4","mean_gift_5","max_gift_5","recency_1"
9066,1,18,"F","Widowed",616.28,"High","PhD",2,45.53,86.3,25.09,65.91,2031,48,0.359428852781881,10,2,1,0,"Vlorë","Urban",33.7,1,0,0,0,1,0,"age_1","balance_1","mean_gift_3","max_gift_3","recency_1"
9067,1,72,"F","Divorced",1373.87,"High","High School",3,142.76,225.49,108.68,184.12,1599,184,0.684803001876173,12,3,0,1,"Tiranë","Rural",13.6,1,0,0,0,1,0,"age_5","balance_3","mean_gift_5","max_gift_5","recency_2"
9069,1,52,"F","Single",1814.66,"Medium","Bachelor",4,5.25,12.32,1.59,8.79,2139,586,0.682561944834035,8,2,0,1,"Other","Suburban",22.6,1,0,0,1,0,0,"age_3","balance_4","mean_gift_1","max_gift_1","recency_4"
9070,0,56,"M","Single",2759.72,"Medium","Bachelor",3,35.73,82.58,16.13,59.16,1923,438,0.569422776911076,12,8,1,0,"Tiranë","Suburban",42.1,0,1,0,1,0,0,"age_3","balance_5","mean_gift_3","max_gift_3","recency_3"
9071,1,95,"F","Married",174.13,"Low","Bachelor",1,32.81,42.23,10.82,37.52,1511,649,0.241561879549967,5,2,1,0,"Other","Urban",26.3,1,0,1,0,0,0,"age_5","balance_1","mean_gift_2","max_gift_2","recency_4"
9072,1,46,"M","Widowed",2298.92,"High","PhD",3,69.19,98.1,25.23,83.64,283,283,3,7,7,0,1,"Tiranë","Urban",2.2,0,1,0,0,1,0,"age_2","balance_5","mean_gift_4","max_gift_4","recency_2"
9073,1,22,"M","Married",1007.85,"High","PhD",6,7.52,17.75,3.93,12.63,2538,48,0.862884160756501,6,5,0,1,"Tiranë","Urban",0.2,0,1,0,0,1,0,"age_1","balance_2","mean_gift_1","max_gift_1","recency_1"
9075,0,55,"M","Married",2483.48,"Low","High School",3,16.45,40.38,11.95,28.41,776,372,1.4110824742268,11,5,0,1,"Tiranë","Urban",8.4,0,1,1,0,0,0,"age_3","balance_5","mean_gift_1","max_gift_2","recency_3"
9077,1,38,"M","Married",1630.29,"Medium","Bachelor",1,12.73,28.99,7.36,20.86,1376,186,0.265261627906977,9,7,0,0,"Tiranë","Urban",28.7,0,1,0,1,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_2"
9082,1,59,"M","Single",1882.24,"Low","Bachelor",5,65.97,80.93,21.02,73.45,2286,529,0.798337707786527,6,11,1,0,"Shkodër","Urban",26.1,0,1,1,0,0,0,"age_3","balance_4","mean_gift_4","max_gift_3","recency_3"
9083,1,43,"M","Widowed",742.51,"Medium","Master",4,89.17,179.45,42.2,134.31,821,451,1.77831912302071,8,2,1,1,"Other","Urban",2.7,0,1,0,1,0,0,"age_2","balance_1","mean_gift_5","max_gift_5","recency_3"
9084,1,44,"M","Divorced",402.58,"Medium","Bachelor",3,18.98,37.59,6.25,28.29,1270,424,0.862204724409449,12,8,0,1,"Tiranë","Urban",2.2,0,1,0,1,0,0,"age_2","balance_1","mean_gift_1","max_gift_2","recency_3"
9085,1,85,"M","Single",1588.96,"Medium","High School",5,28.07,33.92,8.73,31,2705,646,0.674676524953789,8,2,0,1,"Tiranë","Urban",12.5,0,1,0,1,0,0,"age_5","balance_3","mean_gift_2","max_gift_1","recency_4"
9087,1,89,"M","Widowed",2635.87,"Low","High School",1,66.6,106.83,32.63,86.72,806,806,0.452853598014888,9,4,0,1,"Tiranë","Urban",20.7,0,1,1,0,0,0,"age_5","balance_5","mean_gift_4","max_gift_4","recency_5"
9089,1,62,"F","Single",1965.72,"Medium","PhD",1,19.59,22.42,9.47,21.01,1745,942,0.209169054441261,8,4,0,1,"Durrës","Urban",13.2,1,0,0,1,0,0,"age_4","balance_4","mean_gift_1","max_gift_1","recency_5"
9090,1,70,"F","Married",1026.24,"High","High School",3,50.84,121.24,18.33,86.04,1123,260,0.97506678539626,10,3,0,0,"Shkodër","Rural",25.6,1,0,0,0,1,0,"age_4","balance_2","mean_gift_3","max_gift_4","recency_2"
9091,1,56,"M","Married",711.97,"High","Bachelor",4,84.14,103.68,49.86,93.91,1588,173,0.919395465994962,9,3,0,1,"Other","Urban",1.4,0,1,0,0,1,0,"age_3","balance_1","mean_gift_5","max_gift_4","recency_1"
9092,1,49,"F","Married",648.47,"Medium","High School",3,8.49,14.13,4.25,11.31,2274,128,0.481530343007916,7,10,0,1,"Tiranë","Urban",2.5,1,0,0,1,0,0,"age_2","balance_1","mean_gift_1","max_gift_1","recency_1"
9097,0,76,"M","Single",251.24,"Medium","High School",0,0,0,0,0,NA,NA,0,8,7,0,1,"Tiranë","Urban",39.3,0,1,0,1,0,0,"age_5","balance_1",NA,NA,NA
9098,1,75,"M","Divorced",1707.57,"Low","Bachelor",2,41.54,84.28,21.29,62.91,1045,774,0.698564593301435,9,1,0,0,"Shkodër","Urban",10,0,1,1,0,0,0,"age_5","balance_4","mean_gift_3","max_gift_3","recency_5"
9099,0,95,"F","Divorced",1780.23,"Medium","High School",2,52.01,65.57,25.43,58.79,965,267,0.756476683937824,12,9,0,0,"Other","Urban",41.5,1,0,0,1,0,0,"age_5","balance_4","mean_gift_4","max_gift_3","recency_2"
9100,0,42,"F","Married",1604.48,"Very High","Bachelor",4,24,34.32,16.2,29.16,499,499,2.92585170340681,7,4,0,0,"Tiranë","Rural",51.2,1,0,0,0,0,1,"age_2","balance_3","mean_gift_2","max_gift_2","recency_3"
9101,1,84,"F","Married",1597.81,"Medium","Bachelor",2,78.65,135.05,56.22,106.85,646,576,1.13003095975232,9,4,0,1,"Other","Suburban",8.4,1,0,0,1,0,0,"age_5","balance_3","mean_gift_5","max_gift_5","recency_4"
9102,1,58,"M","Married",1079.54,"Medium","Bachelor",4,73.33,124.39,25.52,98.86,260,260,4,4,5,0,1,"Elbasan","Urban",14.7,0,1,0,1,0,0,"age_3","balance_2","mean_gift_4","max_gift_4","recency_2"
9104,0,45,"M","Married",1964.59,"Low","Bachelor",3,5.97,14.45,1.84,10.21,2145,259,0.510489510489511,12,4,0,1,"Tiranë","Urban",22.3,0,1,1,0,0,0,"age_2","balance_4","mean_gift_1","max_gift_1","recency_2"
9105,0,25,"F","Married",2713.28,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,9,6,0,1,"Tiranë","Suburban",30.8,1,0,0,1,0,0,"age_1","balance_5",NA,NA,NA
9107,1,78,"F","Married",902.58,"Low","Bachelor",4,4.14,5.26,2.24,4.7,1578,2,0.925221799746515,7,6,1,1,"Elbasan","Urban",17.4,1,0,1,0,0,0,"age_5","balance_2","mean_gift_1","max_gift_1","recency_1"
9108,1,75,"F","Married",1331.48,"Very High","Master",3,112.48,157.82,79.53,135.15,1613,211,0.678859268443893,4,4,0,0,"Tiranë","Urban",40.6,1,0,0,0,0,1,"age_5","balance_3","mean_gift_5","max_gift_5","recency_2"
9110,1,53,"F","Married",1227.49,"Medium","Master",3,89.19,122.7,56.67,105.94,929,466,1.17868675995694,5,3,0,0,"Shkodër","Urban",13.2,1,0,0,1,0,0,"age_3","balance_2","mean_gift_5","max_gift_4","recency_3"
9111,0,70,"F","Single",313.17,"Medium","High School",2,91.98,148.44,48.28,120.21,2617,711,0.278945357279327,6,5,0,1,"Durrës","Urban",12.3,1,0,0,1,0,0,"age_4","balance_1","mean_gift_5","max_gift_5","recency_4"
9115,1,33,"F","Single",2865.95,"Low","Master",2,26.19,45.92,19.28,36.06,422,304,1.72985781990521,10,7,0,1,"Tiranë","Suburban",25.4,1,0,1,0,0,0,"age_1","balance_5","mean_gift_2","max_gift_2","recency_2"
9117,0,36,"F","Married",468.05,"Medium","High School",2,4.01,7.2,2.59,5.61,947,947,0.770855332629356,7,1,0,1,"Durrës","Urban",33.2,1,0,0,1,0,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_5"
9118,1,64,"F","Divorced",2366.81,"Medium","Bachelor",3,41.54,99.33,17.57,70.44,2357,973,0.46457361052185,10,3,0,0,"Durrës","Suburban",15.6,1,0,0,1,0,0,"age_4","balance_5","mean_gift_3","max_gift_4","recency_5"
9120,0,76,"M","Single",1213.03,"High","High School",2,50.54,111.94,18.06,81.24,1465,430,0.498293515358362,6,3,0,1,"Tiranë","Suburban",46.5,0,1,0,0,1,0,"age_5","balance_2","mean_gift_3","max_gift_4","recency_3"
9121,1,63,"F","Single",1930.07,"Very High","High School",2,44.8,91.27,20.51,68.03,2824,633,0.258498583569405,7,9,0,1,"Vlorë","Rural",8.7,1,0,0,0,0,1,"age_4","balance_4","mean_gift_3","max_gift_4","recency_4"
9123,1,56,"M","Divorced",482.96,"Medium","Bachelor",4,56.98,100.61,35.36,78.8,2847,14,0.512820512820513,9,0,0,1,"Elbasan","Urban",23.7,0,1,0,1,0,0,"age_3","balance_1","mean_gift_4","max_gift_4","recency_1"
9125,1,31,"F","Married",877.39,"High","Bachelor",3,67.27,81.94,46.16,74.6,214,214,3,7,4,0,0,"Vlorë","Suburban",33.6,1,0,0,0,1,0,"age_1","balance_2","mean_gift_4","max_gift_3","recency_2"
9126,0,71,"M","Married",1134.43,"Low","Bachelor",2,31.28,57.78,13.69,44.53,753,631,0.969455511288181,12,6,0,1,"Tiranë","Urban",16.2,0,1,1,0,0,0,"age_5","balance_2","mean_gift_2","max_gift_3","recency_4"
9127,1,78,"F","Single",212.27,"Medium","Bachelor",2,76.92,157.55,44.63,117.24,2322,578,0.314384151593454,7,3,0,0,"Elbasan","Urban",50.2,1,0,0,1,0,0,"age_5","balance_1","mean_gift_5","max_gift_5","recency_4"
9128,1,48,"F","Married",2410.5,"Medium","Master",0,0,0,0,0,NA,NA,0,13,6,0,0,"Other","Urban",49.1,1,0,0,1,0,0,"age_2","balance_5",NA,NA,NA
9129,0,47,"M","Married",2223.53,"Medium","Bachelor",5,27.46,43.3,21.37,35.38,1745,799,1.0458452722063,6,7,0,0,"Tiranë","Suburban",12.9,0,1,0,1,0,0,"age_2","balance_5","mean_gift_2","max_gift_2","recency_5"
9131,1,60,"F","Married",2943.25,"High","High School",4,6.83,16.93,4.86,11.88,2850,476,0.512280701754386,6,8,0,1,"Other","Rural",46.9,1,0,0,0,1,0,"age_3","balance_5","mean_gift_1","max_gift_1","recency_3"
9132,1,86,"M","Married",2272.38,"Low","High School",4,89.94,214.28,39.12,152.11,1937,701,0.753742901393908,8,5,0,0,"Tiranë","Urban",8.2,0,1,1,0,0,0,"age_5","balance_5","mean_gift_5","max_gift_5","recency_4"
9134,1,91,"F","Widowed",1430.85,"High","High School",2,43.69,101.45,21.57,72.57,1889,931,0.38644785600847,5,5,1,1,"Vlorë","Urban",17.1,1,0,0,0,1,0,"age_5","balance_3","mean_gift_3","max_gift_4","recency_5"
9136,1,50,"M","Divorced",1938.6,"High","High School",3,69.61,89.53,39.82,79.57,890,834,1.23033707865169,2,7,0,1,"Tiranë","Suburban",6.6,0,1,0,0,1,0,"age_2","balance_4","mean_gift_4","max_gift_4","recency_5"
9137,0,25,"F","Married",1351.17,"Low","Bachelor",0,0,0,0,0,NA,NA,0,5,7,0,0,"Tiranë","Urban",24.2,1,0,1,0,0,0,"age_1","balance_3",NA,NA,NA
9138,1,61,"F","Widowed",1183.24,"High","High School",4,43.12,67.13,25.11,55.12,1201,82,1.21565362198168,6,6,0,0,"Elbasan","Urban",31.1,1,0,0,0,1,0,"age_4","balance_2","mean_gift_3","max_gift_3","recency_1"
9139,0,77,"F","Married",643.94,"Medium","Bachelor",1,34.55,43.44,25.73,38.99,1778,899,0.205286839145107,7,8,0,0,"Other","Rural",17.2,1,0,0,1,0,0,"age_5","balance_1","mean_gift_2","max_gift_2","recency_5"
9140,1,68,"M","Married",3928.63,"Medium","Master",3,106.74,176.63,33.39,141.68,2034,36,0.53834808259587,11,6,1,1,"Vlorë","Rural",60,0,1,0,1,0,0,"age_4","balance_5","mean_gift_5","max_gift_5","recency_1"
9143,0,38,"M","Married",845.22,"Low","High School",3,50.27,88.27,39.06,69.27,1488,237,0.735887096774194,4,7,0,0,"Tiranë","Urban",40.3,0,1,1,0,0,0,"age_1","balance_2","mean_gift_3","max_gift_4","recency_2"
9144,1,79,"F","Single",3205.33,"High","PhD",0,0,0,0,0,NA,NA,0,6,2,0,1,"Durrës","Urban",3.5,1,0,0,0,1,0,"age_5","balance_5",NA,NA,NA
9145,1,59,"F","Single",1836.75,"Medium","Master",2,23.71,26.03,14.5,24.87,2116,167,0.344990548204159,8,6,0,0,"Tiranë","Urban",30.9,1,0,0,1,0,0,"age_3","balance_4","mean_gift_2","max_gift_1","recency_1"
9146,0,34,"M","Married",2324,"Low","Bachelor",2,17.87,39.25,9.21,28.56,832,832,0.877403846153846,7,7,0,1,"Shkodër","Urban",39.8,0,1,1,0,0,0,"age_1","balance_5","mean_gift_1","max_gift_2","recency_5"
9147,1,75,"F","Married",2095.1,"Low","Bachelor",0,0,0,0,0,NA,NA,0,9,3,0,1,"Elbasan","Urban",43.7,1,0,1,0,0,0,"age_5","balance_4",NA,NA,NA
9148,1,27,"F","Married",0,"Medium","Bachelor",5,92.38,101.67,30.16,97.03,354,354,5,7,6,0,1,"Shkodër","Urban",7.1,1,0,0,1,0,0,"age_1","balance_1","mean_gift_5","max_gift_4","recency_3"
9149,1,70,"M","Married",592,"Medium","Master",1,52.07,122.69,28.64,87.38,2164,376,0.168669131238447,12,1,1,1,"Elbasan","Urban",47.9,0,1,0,1,0,0,"age_4","balance_1","mean_gift_4","max_gift_4","recency_3"
9150,1,23,"F","Married",1960.31,"High","Master",2,12.62,27.12,7.74,19.87,809,503,0.902348578491965,8,11,0,1,"Other","Suburban",26.9,1,0,0,0,1,0,"age_1","balance_4","mean_gift_1","max_gift_1","recency_3"
9153,1,57,"M","Married",1412.73,"Medium","High School",2,17.97,34.85,5.94,26.41,1009,123,0.723488602576809,7,6,0,0,"Tiranë","Suburban",16.2,0,1,0,1,0,0,"age_3","balance_3","mean_gift_1","max_gift_2","recency_1"
9155,1,29,"F","Divorced",1914.46,"Low","High School",1,75.62,134.44,23.02,105.03,2106,982,0.173314339981007,5,10,0,0,"Tiranë","Urban",5.5,1,0,1,0,0,0,"age_1","balance_4","mean_gift_4","max_gift_5","recency_5"
9156,0,65,"F","Married",1617.58,"Low","Bachelor",2,61.38,63.62,27.48,62.5,476,476,1.53361344537815,8,4,0,0,"Tiranë","Rural",64.2,1,0,1,0,0,0,"age_4","balance_3","mean_gift_4","max_gift_3","recency_3"
9157,1,89,"M","Married",2092.3,"Low","Bachelor",3,108.75,233.9,73.94,171.32,2642,999,0.41445874337623,4,3,0,1,"Tiranë","Urban",24.8,0,1,1,0,0,0,"age_5","balance_4","mean_gift_5","max_gift_5","recency_5"
9158,1,24,"M","Married",720.79,"High","Bachelor",4,113.7,230.61,64.73,172.16,2498,640,0.584467574059247,6,3,1,1,"Vlorë","Suburban",66.6,0,1,0,0,1,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_4"
9159,0,44,"M","Divorced",816.2,"High","High School",1,57.22,130.33,30.8,93.78,737,681,0.495251017639077,10,2,0,1,"Tiranë","Rural",10.3,0,1,0,0,1,0,"age_2","balance_1","mean_gift_4","max_gift_4","recency_4"
9160,0,41,"F","Married",1169.56,"Low","Bachelor",1,23.93,45.52,13.76,34.73,2114,714,0.172658467360454,12,4,0,1,"Vlorë","Suburban",21,1,0,1,0,0,0,"age_2","balance_2","mean_gift_2","max_gift_2","recency_4"
9161,1,72,"M","Married",2813.95,"Low","High School",5,14.01,33.59,9.64,23.8,2265,394,0.805739514348786,11,8,1,0,"Vlorë","Rural",20.6,0,1,1,0,0,0,"age_5","balance_5","mean_gift_1","max_gift_1","recency_3"
9162,1,46,"M","Single",2255.06,"High","High School",1,63.17,79.12,27.85,71.15,1879,226,0.194252261841405,4,4,0,0,"Tiranë","Suburban",19.9,0,1,0,0,1,0,"age_2","balance_5","mean_gift_4","max_gift_3","recency_2"
9163,1,26,"M","Married",1902.78,"High","Master",1,42.32,70.77,21.46,56.55,135,135,1,10,4,0,0,"Vlorë","Urban",22.5,0,1,0,0,1,0,"age_1","balance_4","mean_gift_3","max_gift_3","recency_1"
9165,1,29,"F","Married",1923.17,"Medium","Bachelor",6,45,81.22,21.78,63.11,2332,63,0.939108061749571,13,3,0,0,"Shkodër","Suburban",72,1,0,0,1,0,0,"age_1","balance_4","mean_gift_3","max_gift_3","recency_1"
9167,1,38,"F","Married",1571.64,"Very High","Bachelor",3,73.37,95.88,27.11,84.62,1568,92,0.698341836734694,8,2,0,1,"Tiranë","Suburban",8.9,1,0,0,0,0,1,"age_1","balance_3","mean_gift_4","max_gift_4","recency_1"
9168,1,42,"F","Widowed",1731.11,"Low","Master",2,28.64,44.71,22.74,36.67,2711,519,0.269273330874216,10,7,0,1,"Tiranë","Urban",24.5,1,0,1,0,0,0,"age_2","balance_4","mean_gift_2","max_gift_2","recency_3"
9170,1,40,"F","Married",1505.12,"High","Bachelor",3,24.64,47.12,12.07,35.88,483,214,2.26708074534162,7,4,1,1,"Other","Urban",32.8,1,0,0,0,1,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_2"
9171,1,33,"F","Widowed",852.54,"High","Bachelor",2,28.28,59.25,15.69,43.76,211,34,2,8,4,0,0,"Other","Urban",26.4,1,0,0,0,1,0,"age_1","balance_2","mean_gift_2","max_gift_3","recency_1"
9173,1,44,"F","Married",414.77,"Medium","Bachelor",1,36.59,48.61,21.66,42.6,2111,349,0.172903837044055,6,5,0,1,"Durrës","Rural",19.6,1,0,0,1,0,0,"age_2","balance_1","mean_gift_3","max_gift_2","recency_3"
9174,1,64,"M","Married",934.27,"Low","High School",1,66,112.55,48.61,89.28,552,120,0.661231884057971,9,9,0,0,"Other","Rural",32,0,1,1,0,0,0,"age_4","balance_2","mean_gift_4","max_gift_4","recency_1"
9175,0,46,"M","Divorced",777.71,"High","Bachelor",1,49.45,100.42,16.37,74.94,645,645,0.565891472868217,9,4,0,1,"Other","Urban",25.5,0,1,0,0,1,0,"age_2","balance_1","mean_gift_3","max_gift_4","recency_4"
9176,1,60,"F","Divorced",1683.93,"Medium","Bachelor",6,65.25,76.58,31.32,70.91,2833,168,0.77303212142605,8,3,0,0,"Tiranë","Urban",26.5,1,0,0,1,0,0,"age_3","balance_3","mean_gift_4","max_gift_3","recency_1"
9181,1,78,"F","Widowed",1949.13,"Low","Bachelor",2,9.35,15.1,3.01,12.22,1603,552,0.455396132252027,9,4,0,1,"Shkodër","Urban",43.6,1,0,1,0,0,0,"age_5","balance_4","mean_gift_1","max_gift_1","recency_4"
9182,0,40,"M","Married",537.53,"Low","High School",2,2.99,5.47,1.93,4.23,2196,211,0.332422586520947,10,6,0,1,"Tiranë","Suburban",28.5,0,1,1,0,0,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_2"
9183,1,49,"F","Married",532.47,"Low","High School",3,37.22,79.99,28.6,58.6,124,68,3,6,6,1,0,"Other","Urban",35.6,1,0,1,0,0,0,"age_2","balance_1","mean_gift_3","max_gift_3","recency_1"
9184,1,59,"M","Widowed",725.64,"High","High School",2,81.84,114.61,50.51,98.22,1894,498,0.385427666314678,6,5,0,0,"Other","Urban",29.5,0,1,0,0,1,0,"age_3","balance_1","mean_gift_5","max_gift_4","recency_3"
9185,0,51,"F","Married",1618.18,"Low","Bachelor",2,54.48,81.42,29.44,67.95,1719,647,0.424665503199535,7,8,0,0,"Tiranë","Urban",38,1,0,1,0,0,0,"age_3","balance_3","mean_gift_4","max_gift_3","recency_4"
9186,1,49,"F","Widowed",1328.88,"Low","Master",2,58.53,132.91,21.41,95.72,1194,50,0.611390284757119,8,9,0,1,"Tiranë","Urban",18.2,1,0,1,0,0,0,"age_2","balance_3","mean_gift_4","max_gift_4","recency_1"
9189,1,80,"M","Single",1545.77,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,10,3,0,1,"Tiranë","Rural",19,0,1,0,1,0,0,"age_5","balance_3",NA,NA,NA
9192,0,71,"F","Single",936.87,"Medium","High School",0,0,0,0,0,NA,NA,0,10,1,0,1,"Other","Suburban",11.5,1,0,0,1,0,0,"age_5","balance_2",NA,NA,NA
