"donor_id","age","gender","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","recency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","gender_F","income_low","income_medium","income_high"
14403,38,"F",1458,"Low","Bachelor",3,14.85,18.49,7.61,865,8,6,0,1,"Tiranë","Rural",1,1,0,0
14404,79,"F",1672.34,"Medium","Bachelor",1,30.01,60.17,22.52,520,9,2,0,1,"Tiranë","Suburban",1,0,1,0
14405,59,"F",0,"Medium","High School",2,11.68,14.71,9.05,553,9,5,0,1,"Tiranë","Urban",1,0,1,0
14406,35,"M",1151.29,"High","Bachelor",5,97.47,205.43,38.46,501,7,3,0,1,"Elbasan","Urban",0,0,0,1
14407,66,"M",1951.03,"Low","High School",2,27.62,43.64,12.11,826,12,6,0,1,"Tiranë","Urban",0,1,0,0
14408,65,"F",778.69,"Medium","Bachelor",2,64.22,115.46,43.65,598,3,4,1,1,"Tiranë","Urban",1,0,1,0
14409,56,"M",676.03,"Medium","Bachelor",0,0,0,0,NA,5,2,0,1,"Durrës","Urban",0,0,1,0
14410,47,"F",925.92,"Medium","Master",2,21.31,41.88,7.01,361,9,5,1,1,"Tiranë","Urban",1,0,1,0
14411,39,"M",2102.49,"Low","Master",3,81.4,202.22,48.98,229,11,6,0,0,"Tiranë","Urban",0,1,0,0
14412,49,"M",2051.09,"Medium","Bachelor",2,30.6,40.54,10.14,903,7,7,0,0,"Vlorë","Urban",0,0,1,0
14413,19,"F",1734.75,"Medium","Bachelor",6,15.55,28.63,10.32,372,9,3,1,1,"Tiranë","Urban",1,0,1,0
14414,44,"F",1741.35,"Low","Bachelor",7,66.21,92.36,30.89,483,4,7,0,0,"Tiranë","Urban",1,1,0,0
14415,60,"M",2079.83,"Very High","High School",3,14.36,29.31,6.9,746,10,5,0,1,"Durrës","Urban",0,0,0,0
14416,53,"F",881,"Medium","Bachelor",4,22.21,32.8,9.84,63,7,1,0,0,"Other","Urban",1,0,1,0
14417,56,"M",399.62,"Medium","Bachelor",3,29.19,68.11,19.42,89,12,8,1,1,"Durrës","Suburban",0,0,1,0
14418,49,"F",523.7,"Medium","High School",1,11.2,26.76,6.75,363,8,8,0,0,"Other","Suburban",1,0,1,0
14419,56,"M",2528.02,"Low","Bachelor",4,87.32,216.71,37.89,295,6,5,0,1,"Durrës","Urban",0,1,0,0
14420,69,"F",1486.74,"Very High","Master",0,0,0,0,NA,13,3,0,0,"Other","Urban",1,0,0,0
14421,47,"M",0,"Low","High School",2,29.15,37.64,9.04,671,6,7,1,0,"Durrës","Suburban",0,1,0,0
14422,34,"F",3730.08,"Very High","High School",1,29.05,59.85,21.49,163,9,6,1,1,"Vlorë","Urban",1,0,0,0
14423,56,"M",2478.21,"Very High","Bachelor",1,38.74,59.18,21.33,861,6,7,0,1,"Other","Urban",0,0,0,0
14424,62,"F",2250.15,"Medium","High School",1,18.15,24.43,9.39,943,7,3,0,1,"Tiranë","Suburban",1,0,1,0
14425,29,"F",1620.85,"High","Bachelor",4,74.62,115.87,25.87,68,9,1,0,1,"Vlorë","Rural",1,0,0,1
14426,51,"F",1953.92,"High","Bachelor",4,33.53,77.57,20.43,321,5,12,0,1,"Vlorë","Rural",1,0,0,1
14427,73,"F",576.3,"Medium","Master",1,21.13,42.11,11.6,294,7,5,0,1,"Tiranë","Rural",1,0,1,0
14428,63,"M",1712.41,"Medium","Master",2,46.71,101.05,14.12,120,7,6,0,1,"Tiranë","Urban",0,0,1,0
14429,78,"F",644.52,"High","Bachelor",1,23.37,37.09,11.89,794,12,3,0,0,"Other","Urban",1,0,0,1
14430,42,"F",1455,"High","Bachelor",5,62.29,135.94,22.08,28,7,5,0,1,"Tiranë","Urban",1,0,0,1
14431,41,"M",1196.85,"High","High School",4,51.89,123.63,26.67,303,6,2,0,1,"Other","Suburban",0,0,0,1
14432,83,"M",2752.66,"Low","High School",3,12.03,27.25,8.88,118,6,6,0,0,"Vlorë","Urban",0,1,0,0
14433,41,"F",303.01,"Low","High School",2,117.7,167.6,73.61,684,5,6,0,1,"Other","Urban",1,1,0,0
14434,92,"M",2858.57,"Low","Master",2,59.08,62.18,26.35,684,11,4,0,1,"Other","Urban",0,1,0,0
14435,71,"F",2325.31,"Very High","Master",3,38.87,46.42,16.37,594,8,2,1,1,"Tiranë","Urban",1,0,0,0
14436,89,"F",856.86,"High","Bachelor",2,17.42,27.59,12.15,166,17,1,0,0,"Other","Urban",1,0,0,1
14437,57,"M",1538.64,"Medium","High School",4,105.74,158.39,71.69,186,8,4,0,1,"Elbasan","Urban",0,0,1,0
14438,64,"M",1753.87,"Medium","High School",2,25.85,60.11,19.55,783,7,3,1,1,"Elbasan","Rural",0,0,1,0
14439,44,"M",571.39,"Very High","High School",1,19.67,45.84,14.21,4,9,6,0,1,"Durrës","Urban",0,0,0,0
14440,27,"F",1926.08,"Medium","Bachelor",1,79.2,112.16,34.21,989,7,4,0,0,"Tiranë","Suburban",1,0,1,0
14441,55,"F",582.92,"Low","Bachelor",1,20.42,30.06,6.55,707,13,8,1,1,"Other","Rural",1,1,0,0
14442,51,"M",1384.75,"Medium","Bachelor",2,14.72,14.88,5.72,408,15,6,0,1,"Elbasan","Rural",0,0,1,0
14443,75,"F",1200.13,"Medium","Bachelor",1,40.23,78.93,22.25,578,5,7,0,1,"Other","Urban",1,0,1,0
14444,77,"F",1221.59,"High","Bachelor",3,25.93,34.4,17.19,837,10,6,0,0,"Durrës","Suburban",1,0,0,1
14445,51,"F",1110.68,"Low","High School",1,22.34,33.71,12.91,87,6,5,0,1,"Elbasan","Suburban",1,1,0,0
14446,56,"M",1441.84,"Medium","Bachelor",5,24.45,33.65,17.1,735,6,5,0,0,"Tiranë","Suburban",0,0,1,0
14447,56,"F",2564.29,"Medium","Master",5,74.13,127.11,24.54,8,9,7,0,0,"Vlorë","Urban",1,0,1,0
14448,50,"F",1527.48,"Medium","High School",0,0,0,0,NA,12,3,0,0,"Tiranë","Urban",1,0,1,0
14449,62,"F",688.09,"Low","PhD",0,0,0,0,NA,9,7,0,1,"Shkodër","Urban",1,1,0,0
14450,54,"F",1078.05,"Low","Master",3,78.21,165,57.54,87,10,3,0,1,"Tiranë","Urban",1,1,0,0
14451,59,"F",976.98,"Very High","Master",2,165.69,376.61,77.53,901,9,7,0,1,"Vlorë","Rural",1,0,0,0
14452,62,"M",2589.62,"Medium","Bachelor",3,29.81,68.64,9.78,173,11,2,0,1,"Elbasan","Suburban",0,0,1,0
14453,45,"M",1076.79,"Medium","High School",1,41.41,101.38,29.19,928,11,3,0,1,"Durrës","Rural",0,0,1,0
14454,48,"M",1078.76,"Medium","Master",1,34.24,74.06,10.88,169,8,4,0,1,"Vlorë","Urban",0,0,1,0
14455,67,"M",322.83,"Medium","High School",1,125.64,287.18,69.19,704,12,5,1,1,"Tiranë","Urban",0,0,1,0
14456,18,"M",683.59,"High","Master",0,0,0,0,NA,5,9,0,0,"Other","Urban",0,0,0,1
14457,81,"F",0,"Low","Master",0,0,0,0,NA,10,4,0,1,"Shkodër","Suburban",1,1,0,0
14458,46,"M",591.76,"Very High","Master",3,43.42,107.74,34.28,673,4,2,0,1,"Durrës","Urban",0,0,0,0
14459,41,"M",0,"High","High School",2,14.8,27.08,4.93,794,8,4,0,1,"Shkodër","Urban",0,0,0,1
14460,83,"F",1882.91,"Medium","Master",0,0,0,0,NA,7,4,0,1,"Tiranë","Urban",1,0,1,0
14461,47,"M",12.16,"High","High School",0,0,0,0,NA,4,5,0,0,"Tiranë","Rural",0,0,0,1
14462,36,"M",813.03,"Medium","Master",0,0,0,0,NA,3,4,0,1,"Vlorë","Urban",0,0,1,0
14463,74,"M",428.97,"Low","High School",3,77.83,134.12,37.66,328,6,10,0,1,"Other","Suburban",0,1,0,0
14464,57,"F",1425.85,"Medium","Bachelor",0,0,0,0,NA,10,6,0,0,"Vlorë","Suburban",1,0,1,0
14465,84,"M",592.8,"Medium","Bachelor",3,30.05,66.3,9.58,447,4,4,0,1,"Tiranë","Rural",0,0,1,0
14466,83,"M",2644.9,"Medium","Bachelor",0,0,0,0,NA,15,5,0,0,"Tiranë","Urban",0,0,1,0
14467,87,"F",698.09,"Medium","High School",3,51.15,73.41,34.14,836,7,7,0,0,"Other","Urban",1,0,1,0
14468,54,"M",1190.1,"Medium","Bachelor",2,28.01,40.25,16.52,668,8,4,0,0,"Tiranë","Rural",0,0,1,0
14469,40,"F",629.24,"Low","Bachelor",3,2.57,4.8,0.83,189,5,5,0,1,"Elbasan","Urban",1,1,0,0
14470,42,"F",2438.42,"Medium","Master",2,11.92,15.95,5.99,725,9,7,1,0,"Shkodër","Urban",1,0,1,0
14471,35,"M",268.01,"High","Master",4,37.06,67.3,18.16,993,5,3,0,1,"Tiranë","Urban",0,0,0,1
14472,51,"F",2647.49,"Medium","High School",2,23,40.87,8.19,8,6,4,1,0,"Other","Urban",1,0,1,0
14473,95,"F",1006.35,"Medium","Master",3,43.53,65.98,23.43,692,6,7,0,1,"Vlorë","Urban",1,0,1,0
14474,53,"F",2523.36,"Medium","High School",4,127.55,186.52,83.48,383,6,9,0,1,"Shkodër","Urban",1,0,1,0
14475,45,"F",1369.13,"High","High School",2,35.05,87.27,25.11,70,12,6,0,0,"Tiranë","Suburban",1,0,0,1
14476,49,"M",808.57,"Medium","High School",1,75.15,121.35,29.85,553,6,4,0,1,"Tiranë","Suburban",0,0,1,0
14477,40,"F",1348.52,"Very High","Bachelor",2,38.28,67.19,15.62,24,5,8,0,1,"Shkodër","Suburban",1,0,0,0
14478,88,"F",606.93,"Medium","High School",1,5.41,12.89,3.34,36,6,3,0,1,"Tiranë","Urban",1,0,1,0
14479,55,"M",1720.97,"High","High School",5,46.08,105.96,27.9,999,11,5,0,0,"Tiranë","Urban",0,0,0,1
14480,70,"F",1181.56,"Medium","High School",2,54.92,66.44,34.61,95,10,5,1,1,"Tiranë","Suburban",1,0,1,0
14481,58,"M",2005.69,"Low","PhD",0,0,0,0,NA,4,3,0,1,"Other","Suburban",0,1,0,0
14482,63,"M",1958.7,"Medium","Bachelor",3,27.62,33.2,15.78,560,5,5,0,1,"Vlorë","Rural",0,0,1,0
14483,86,"M",2921.56,"Medium","High School",2,14.46,28.37,8.73,497,9,2,0,0,"Tiranë","Suburban",0,0,1,0
14484,78,"M",1849.02,"Very High","Master",5,17.51,22.41,6.87,425,10,5,1,1,"Elbasan","Urban",0,0,0,0
14485,55,"F",1381.66,"Medium","PhD",1,5.57,10.83,4.15,452,6,3,0,0,"Shkodër","Suburban",1,0,1,0
14486,52,"M",1468.58,"Low","PhD",4,43.14,54.78,13.84,979,3,6,0,1,"Tiranë","Suburban",0,1,0,0
14487,56,"F",1256.18,"High","High School",1,69.91,123.57,26.89,97,7,7,1,0,"Tiranë","Rural",1,0,0,1
14488,33,"M",1804.18,"Low","PhD",3,59.35,128.35,33.69,423,5,6,0,1,"Durrës","Urban",0,1,0,0
14489,54,"M",2071.84,"Medium","Bachelor",6,11.57,24.05,5.52,260,5,3,0,0,"Vlorë","Suburban",0,0,1,0
14490,75,"M",968.34,"High","Bachelor",1,35.6,44.21,22.41,385,4,4,0,0,"Vlorë","Urban",0,0,0,1
14491,59,"F",523.57,"Medium","High School",2,133.98,198.95,43.8,330,8,6,1,1,"Tiranë","Suburban",1,0,1,0
14492,76,"F",824.06,"Low","Bachelor",3,53.1,60.34,20.53,167,5,2,0,1,"Shkodër","Urban",1,1,0,0
14493,46,"M",1581.97,"Medium","High School",4,86.9,146.6,39.25,595,5,6,0,1,"Tiranë","Urban",0,0,1,0
14494,65,"M",2209.74,"Medium","Bachelor",4,67.72,113.75,30.13,998,6,5,1,1,"Shkodër","Urban",0,0,1,0
14495,71,"M",2310.38,"Medium","High School",2,154.85,227.5,66.98,16,10,3,0,0,"Tiranë","Urban",0,0,1,0
14496,75,"M",1822.93,"Medium","Master",4,9.38,18.86,4.72,24,9,2,0,1,"Tiranë","Suburban",0,0,1,0
14497,68,"F",1294.53,"Medium","Bachelor",2,16.88,36.37,6.46,413,8,5,0,1,"Durrës","Urban",1,0,1,0
14498,66,"F",574.94,"Medium","High School",0,0,0,0,NA,5,8,0,1,"Other","Rural",1,0,1,0
14499,87,"F",2124.6,"Low","High School",2,102.79,196.95,75.95,191,6,2,0,0,"Other","Suburban",1,1,0,0
14500,58,"M",553.94,"Low","PhD",1,37.18,76.14,15.93,243,11,3,0,0,"Tiranë","Urban",0,1,0,0
14501,35,"F",1362.73,"Medium","High School",2,31.48,52.72,16.53,134,8,3,0,1,"Shkodër","Urban",1,0,1,0
14502,32,"F",380.35,"High","High School",1,10.91,27.2,6.84,250,4,4,0,0,"Tiranë","Urban",1,0,0,1
14503,61,"F",1282.73,"Low","High School",4,107.18,202.73,73.95,501,10,3,0,0,"Elbasan","Suburban",1,1,0,0
14504,53,"F",2351.9,"Medium","Bachelor",2,6.98,10.27,2.21,791,9,2,0,1,"Durrës","Suburban",1,0,1,0
14505,36,"M",1709.9,"High","Bachelor",0,0,0,0,NA,7,4,0,0,"Durrës","Rural",0,0,0,1
14506,40,"F",909.51,"Low","Bachelor",2,32.31,76.44,24.07,708,7,8,0,0,"Elbasan","Urban",1,1,0,0
14507,66,"M",520.94,"Very High","Bachelor",0,0,0,0,NA,12,5,0,1,"Tiranë","Urban",0,0,0,0
14508,18,"F",2238.84,"Medium","Bachelor",1,53.41,67.18,38.37,805,4,7,0,0,"Shkodër","Urban",1,0,1,0
14509,51,"F",1379.5,"High","Bachelor",2,19.8,35.55,9.32,65,9,5,1,1,"Elbasan","Suburban",1,0,0,1
14510,47,"F",2246.3,"High","Bachelor",0,0,0,0,NA,5,4,0,0,"Durrës","Urban",1,0,0,1
14511,65,"F",3222.46,"Medium","Bachelor",6,56.95,85.59,17.38,267,0,5,0,0,"Tiranë","Urban",1,0,1,0
14512,27,"M",951.46,"Medium","Bachelor",0,0,0,0,NA,8,5,0,0,"Other","Urban",0,0,1,0
14513,95,"F",896.87,"High","PhD",4,25.55,45.48,9.96,578,4,4,0,1,"Vlorë","Rural",1,0,0,1
14514,81,"M",608.88,"Very High","High School",2,71.73,126.49,27.9,422,10,7,1,1,"Durrës","Urban",0,0,0,0
14515,44,"M",1308.73,"Low","High School",0,0,0,0,NA,7,2,0,1,"Shkodër","Urban",0,1,0,0
14516,63,"M",2374.11,"Medium","Master",6,68.64,94.68,24.79,65,5,3,1,1,"Vlorë","Urban",0,0,1,0
14517,57,"M",1708.28,"Medium","PhD",1,13.36,17.58,5.85,200,7,3,0,1,"Tiranë","Suburban",0,0,1,0
14518,51,"F",295.77,"Medium","Bachelor",4,38.7,54.82,16.67,700,10,3,0,1,"Other","Suburban",1,0,1,0
14519,91,"M",1953.19,"Low","Bachelor",3,24.92,36.9,17.24,213,3,5,1,1,"Elbasan","Urban",0,1,0,0
14520,63,"M",2371.93,"Low","High School",6,48.17,66.44,28.05,463,5,3,0,0,"Tiranë","Urban",0,1,0,0
14521,59,"F",1892.09,"High","Master",6,31.04,44.43,10.88,292,9,5,0,1,"Other","Suburban",1,0,0,1
14522,58,"F",1641.99,"Medium","High School",3,20.76,31.45,6.74,684,10,6,0,0,"Durrës","Urban",1,0,1,0
14523,45,"M",1173.87,"Very High","Master",1,92.89,99.17,40.1,921,7,4,0,1,"Other","Urban",0,0,0,0
14524,43,"M",562.85,"Medium","Master",3,68.12,136.58,34.39,216,7,7,0,1,"Shkodër","Suburban",0,0,1,0
14525,73,"M",1222.45,"Medium","Bachelor",1,32.59,61.03,12.22,142,6,1,0,1,"Durrës","Urban",0,0,1,0
14526,46,"M",19.92,"Medium","Master",3,26.69,58.67,20.75,175,8,5,0,0,"Tiranë","Urban",0,0,1,0
14527,71,"F",3350.53,"Very High","High School",3,134.25,218.03,54.96,511,5,7,0,1,"Elbasan","Urban",1,0,0,0
14528,41,"M",3442.92,"High","Bachelor",3,39.5,55.64,31.26,615,10,5,0,0,"Tiranë","Suburban",0,0,0,1
14529,63,"M",1303.99,"Medium","High School",4,88.86,150.48,45.37,404,8,7,0,0,"Other","Suburban",0,0,1,0
14530,43,"F",2953.47,"Low","High School",0,0,0,0,NA,6,9,0,0,"Other","Rural",1,1,0,0
14531,56,"M",2085.98,"High","Bachelor",3,54.28,79.67,31.92,182,9,12,0,0,"Shkodër","Suburban",0,0,0,1
14532,38,"M",1127.22,"Medium","Master",0,0,0,0,NA,5,4,0,1,"Other","Urban",0,0,1,0
14533,43,"F",319.74,"Low","High School",2,45.07,52.16,32.39,1,8,2,0,0,"Tiranë","Suburban",1,1,0,0
14534,47,"F",266.29,"Low","Bachelor",3,74.37,133.76,33.82,695,5,3,0,1,"Vlorë","Suburban",1,1,0,0
14535,51,"M",2382.68,"Medium","High School",3,167.09,266.11,73.61,916,7,6,0,1,"Tiranë","Suburban",0,0,1,0
14536,64,"F",785.07,"Low","High School",5,145.87,296.75,93.98,564,6,6,0,0,"Tiranë","Urban",1,1,0,0
14537,51,"M",1521.09,"High","Bachelor",4,67.19,76.37,44.71,94,9,3,0,1,"Tiranë","Suburban",0,0,0,1
14538,50,"M",2945.31,"Medium","High School",6,123.06,137.32,67.78,879,5,5,0,1,"Other","Rural",0,0,1,0
14539,81,"F",896.22,"Very High","Bachelor",5,54.54,98.56,33.18,720,12,3,0,0,"Tiranë","Urban",1,0,0,0
14540,22,"F",1209.05,"Medium","Bachelor",1,33.14,72.31,13.87,958,7,4,0,1,"Tiranë","Urban",1,0,1,0
14541,82,"F",512.85,"High","High School",2,102.41,113.78,69.2,852,8,6,0,1,"Other","Urban",1,0,0,1
14542,65,"M",728.22,"Low","Master",2,37.88,60.35,29.58,272,11,7,0,1,"Durrës","Urban",0,1,0,0
14543,49,"M",1043.52,"Medium","Bachelor",1,103.06,214.5,51.95,245,8,1,0,0,"Tiranë","Suburban",0,0,1,0
14544,48,"F",1317.97,"Low","PhD",2,127.6,243.35,63.98,878,8,4,0,0,"Elbasan","Urban",1,1,0,0
14545,57,"M",1321.24,"Medium","Bachelor",2,41.98,52.67,23.93,632,11,6,0,0,"Tiranë","Rural",0,0,1,0
14546,41,"F",1265.8,"Medium","Master",1,92.65,209.07,59.38,48,10,5,0,1,"Shkodër","Urban",1,0,1,0
14547,58,"M",1621.39,"Medium","High School",0,0,0,0,NA,9,3,0,1,"Tiranë","Urban",0,0,1,0
14548,55,"F",1273,"Medium","Bachelor",2,75.66,156.04,23.76,212,7,4,0,0,"Tiranë","Rural",1,0,1,0
14549,33,"F",1652.02,"Low","Master",2,84.16,89.56,28.39,348,11,8,1,0,"Durrës","Urban",1,1,0,0
14550,59,"F",1669.39,"Medium","Bachelor",2,49.93,92.92,30.01,953,2,1,1,1,"Durrës","Rural",1,0,1,0
14551,65,"M",0,"Medium","High School",0,0,0,0,NA,13,6,0,1,"Other","Urban",0,0,1,0
14552,57,"M",1530.76,"Medium","Bachelor",2,7.71,11.75,2.65,4,7,3,0,1,"Tiranë","Suburban",0,0,1,0
14553,66,"F",1599.15,"High","High School",4,148.78,264,77.15,249,8,6,1,0,"Other","Suburban",1,0,0,1
14554,65,"F",3964.11,"High","High School",3,30.99,65.94,23.14,630,10,5,0,1,"Shkodër","Suburban",1,0,0,1
14555,49,"M",2778.32,"Medium","Bachelor",7,32.54,51.5,24.63,844,9,6,0,1,"Tiranë","Urban",0,0,1,0
14556,59,"M",1683.93,"Low","High School",1,74.25,171.85,58.88,70,11,2,0,1,"Other","Suburban",0,1,0,0
14557,42,"M",2530.93,"Low","High School",6,33.36,42.23,15.46,2,8,5,1,1,"Tiranë","Suburban",0,1,0,0
14558,48,"M",1035,"High","High School",2,46.8,84.41,24.23,20,11,6,0,0,"Tiranë","Rural",0,0,0,1
14559,62,"F",84.02,"Low","High School",1,44.03,76.96,19.21,448,4,9,0,1,"Durrës","Suburban",1,1,0,0
14560,59,"F",0,"Medium","Bachelor",4,44.32,58.3,15.76,646,6,4,0,1,"Vlorë","Urban",1,0,1,0
14561,18,"F",2195.35,"Low","High School",4,75.16,122.78,32.72,741,6,5,0,0,"Other","Urban",1,1,0,0
14562,70,"M",1271.34,"Low","PhD",1,85.03,207.54,66.28,300,6,8,0,1,"Other","Suburban",0,1,0,0
14563,67,"M",893.4,"Medium","Master",2,49.94,50.05,17.99,139,10,7,0,1,"Vlorë","Suburban",0,0,1,0
14564,20,"M",735.14,"Medium","Bachelor",3,149.39,227.73,113.17,392,6,3,0,0,"Other","Rural",0,0,1,0
14565,51,"M",2133.38,"Medium","High School",0,0,0,0,NA,2,7,0,0,"Tiranë","Urban",0,0,1,0
14566,61,"M",0,"Medium","Bachelor",1,178.2,330.3,93.69,59,11,5,1,1,"Other","Urban",0,0,1,0
14567,95,"F",1603.43,"High","Master",2,33.31,53.7,19.35,729,10,6,0,0,"Shkodër","Urban",1,0,0,1
14568,38,"F",256.81,"Medium","Bachelor",3,26.67,48.97,19.85,497,11,4,0,0,"Durrës","Rural",1,0,1,0
14569,79,"F",2323.65,"Very High","High School",1,90.4,144.27,51.72,434,8,1,1,1,"Elbasan","Suburban",1,0,0,0
14570,66,"M",1782.55,"Very High","Bachelor",3,16.15,21.84,5.76,382,11,10,0,1,"Vlorë","Urban",0,0,0,0
14571,35,"M",1261.46,"High","Bachelor",3,27.31,43.47,14.38,416,11,6,0,1,"Vlorë","Rural",0,0,0,1
14572,38,"M",370.85,"High","Master",2,26.71,28.21,15.58,825,7,4,1,1,"Tiranë","Rural",0,0,0,1
14573,18,"F",938.91,"High","Bachelor",3,78.31,112.66,30.9,648,8,4,0,0,"Tiranë","Urban",1,0,0,1
14574,51,"F",917.3,"Medium","High School",1,7.91,11.8,5.9,493,12,4,1,0,"Elbasan","Suburban",1,0,1,0
14575,34,"M",1709.83,"High","Bachelor",4,47.1,113.84,24.96,979,7,6,0,1,"Other","Suburban",0,0,0,1
14576,41,"F",2256.9,"Medium","Master",4,28.58,44.79,10.46,693,12,11,0,1,"Vlorë","Urban",1,0,1,0
14577,50,"F",1593.41,"Low","Master",1,92.88,177.97,69.33,279,12,8,0,1,"Shkodër","Urban",1,1,0,0
14578,52,"F",2591,"Low","High School",3,94.27,125.49,47.42,197,7,11,0,1,"Elbasan","Suburban",1,1,0,0
14579,65,"F",1680.1,"Medium","Bachelor",1,87.36,149.92,33.31,197,9,7,0,1,"Other","Urban",1,0,1,0
14580,32,"F",1979.3,"Medium","Bachelor",1,25.89,55.78,8.73,708,10,9,0,1,"Tiranë","Urban",1,0,1,0
14581,73,"F",1832.42,"Low","Bachelor",6,44.28,76.87,25.21,347,8,6,1,0,"Tiranë","Urban",1,1,0,0
14582,95,"M",820.73,"Medium","High School",1,83.12,175.58,29.54,15,12,11,0,0,"Shkodër","Suburban",0,0,1,0
14583,41,"F",1704.18,"High","High School",4,54.86,65.3,21.49,144,5,2,0,1,"Durrës","Urban",1,0,0,1
14584,18,"M",1501.4,"Low","PhD",2,87.15,148.26,39.79,897,10,1,0,1,"Elbasan","Suburban",0,1,0,0
14585,95,"F",1592.94,"Medium","Bachelor",3,170.16,415.08,130.77,25,5,10,0,1,"Tiranë","Suburban",1,0,1,0
14586,59,"M",2277.16,"High","High School",6,17.28,34.09,10.37,987,11,2,0,0,"Tiranë","Urban",0,0,0,1
14587,42,"F",1482.38,"Low","Bachelor",1,16.33,29.76,11.65,447,9,3,0,1,"Vlorë","Rural",1,1,0,0
14588,78,"M",2248.42,"Very High","Bachelor",3,145.06,239.33,100.86,465,12,9,0,1,"Elbasan","Urban",0,0,0,0
14589,46,"M",2521.97,"Low","Bachelor",1,12.56,27.37,9.52,548,4,3,0,0,"Other","Urban",0,1,0,0
14590,43,"M",0,"High","Bachelor",1,57.93,121.62,33.43,509,9,8,0,1,"Other","Rural",0,0,0,1
14591,95,"M",1055.06,"Low","High School",4,77.32,143.29,61.85,841,6,3,0,0,"Vlorë","Urban",0,1,0,0
14592,44,"F",1137.56,"Medium","High School",4,43.45,73.97,33.66,707,11,4,0,0,"Durrës","Urban",1,0,1,0
14593,48,"F",280.96,"Low","Master",1,20.43,31.79,7.95,792,9,4,0,0,"Tiranë","Urban",1,1,0,0
14594,44,"M",155.35,"High","Bachelor",3,81.38,87.35,25.72,409,4,6,0,0,"Tiranë","Suburban",0,0,0,1
14595,77,"F",1761.03,"Low","Bachelor",5,64.3,93.92,34.67,655,9,5,0,0,"Durrës","Urban",1,1,0,0
14596,63,"M",310.06,"Medium","Bachelor",7,67.71,100.75,28.16,541,3,8,0,1,"Tiranë","Suburban",0,0,1,0
14597,43,"M",1563.7,"Medium","High School",3,3.22,7.66,2.49,733,6,8,0,0,"Elbasan","Urban",0,0,1,0
14598,28,"M",1940.51,"High","High School",3,17.17,22.47,10.86,712,12,4,0,1,"Other","Urban",0,0,0,1
14599,60,"M",4213.18,"High","Master",3,14.26,34.72,7.7,880,7,3,0,0,"Tiranë","Urban",0,0,0,1
14600,52,"F",2091.7,"Low","High School",3,62.41,133.11,20.86,494,12,8,1,0,"Elbasan","Urban",1,1,0,0
14601,67,"M",2213.47,"Medium","Bachelor",1,143.25,293.99,83.95,290,8,4,0,0,"Shkodër","Suburban",0,0,1,0
14602,63,"M",686.15,"Very High","Master",6,32.49,33.73,24.65,87,14,4,0,0,"Elbasan","Urban",0,0,0,0
14603,43,"F",2347.27,"Low","Master",2,44.52,93.51,29.68,626,4,4,0,1,"Durrës","Rural",1,1,0,0
14604,52,"F",2571.19,"High","High School",2,104.85,218.62,32.69,609,6,4,0,1,"Tiranë","Urban",1,0,0,1
14605,64,"M",1825.72,"Low","High School",3,6.64,14.56,2.43,672,6,7,0,0,"Other","Suburban",0,1,0,0
14606,79,"F",3115.12,"Medium","High School",3,86.81,112.05,54.66,941,3,4,0,1,"Shkodër","Suburban",1,0,1,0
14607,47,"F",1955.82,"Low","Master",1,31.67,37.14,13.12,123,9,4,0,1,"Other","Urban",1,1,0,0
14608,40,"F",1660.17,"Medium","High School",2,70.73,77.3,49.79,159,10,4,1,1,"Other","Urban",1,0,1,0
14609,89,"M",0,"Low","Bachelor",7,99.48,144.21,53.24,151,9,3,0,0,"Vlorë","Suburban",0,1,0,0
14610,59,"M",3393.35,"Very High","Bachelor",1,14.55,23.03,7.27,749,5,6,0,0,"Tiranë","Suburban",0,0,0,0
14611,57,"F",2495.89,"Medium","Master",1,39.32,68.66,17.75,624,10,3,0,1,"Elbasan","Urban",1,0,1,0
14612,54,"F",1559.65,"Medium","Bachelor",2,87.06,148.71,40.22,131,7,4,0,0,"Tiranë","Urban",1,0,1,0
14613,70,"F",1417.48,"Medium","Bachelor",2,73.82,171.96,34.31,529,8,5,0,1,"Durrës","Urban",1,0,1,0
14614,57,"F",2365.04,"Medium","Bachelor",4,14.85,17.85,8.66,917,9,2,0,0,"Other","Suburban",1,0,1,0
14615,73,"F",1367.99,"Very High","Bachelor",2,94.92,105.18,39.15,749,3,6,1,0,"Other","Suburban",1,0,0,0
14616,63,"F",2514.8,"Medium","Bachelor",2,24.41,47.31,17.47,484,12,6,0,1,"Tiranë","Urban",1,0,1,0
14617,55,"F",1702.41,"Low","Master",2,9.46,10.55,5.94,5,8,3,0,0,"Elbasan","Urban",1,1,0,0
14618,64,"F",0,"High","Bachelor",5,35.97,77.19,16.3,252,7,8,0,1,"Other","Rural",1,0,0,1
14619,51,"F",787.78,"Low","Bachelor",4,56.49,100.16,24.08,436,1,6,0,0,"Other","Urban",1,1,0,0
14620,58,"F",1151.28,"Low","Master",2,74.1,171.74,53.82,97,13,9,0,0,"Tiranë","Urban",1,1,0,0
14621,77,"F",125.33,"Medium","PhD",3,53.07,79.53,38.44,737,9,4,1,1,"Shkodër","Rural",1,0,1,0
14622,67,"M",1618.73,"Medium","Bachelor",2,106.43,157.24,56.38,911,8,6,0,1,"Tiranë","Urban",0,0,1,0
